date,CVX,HES,OXY,SO,BALL,ECL,VMC,FDX,LMT,MMM,RHI,UPS,AMZN,AZO,BBWI,F,HAS,YUM,CPB,EL,MKC,PEP,PM,A,ABC,BIIB,CVS,DGX,JNJ,SYK,AIG,BAC,PGR,SCHW,WFC,AAPL,AKAM,CRM,CTSH,MA,ORCL,DIS,EA,T,AES,CMS,DUK,EQR,PLD,SPG
2010-01-01,100.62756649487245,101.02959015109904,100.18163280604084,99.58705165659046,98.02791766846883,100.67141865266314,100.26710295311914,98.32274277645054,99.99581998009589,100.70767088037675,99.74156503309531,100.8342816819243,100.75303826477496,98.09249682881767,99.51089157904146,100.45525787461935,100.93782260925511,101.56291580578103,97.57985286448897,99.7793338722977,100.71094876252825,101.3562661272895,101.83690232233613,98.72287166002735,99.31828492233636,98.62443602146685,100.8159066598648,98.25251801002824,101.25442048978246,101.04114782579154,100.42291141234148,97.32111110710953,99.10040288328989,100.76662787934356,98.15556210903226,99.57422090904464,99.77628251337613,100.81591907628055,100.20849629704831,100.13244183677261,99.40880093302404,99.9123275895281,99.64966048799924,100.73772179002314,99.63157705668549,101.12991431846747,97.86972752628216,101.33263821828542,99.62550197264927,101.18408089215174
2010-01-04,100.69748900478344,102.08251479256718,101.91796337614696,98.75859251088316,97.93959612056864,100.44110568094571,100.48050471142524,96.43676404113282,99.68175604218452,100.23862461887202,98.73929567923237,100.50864331618776,98.89328706573616,99.71242962066609,99.99557649733988,102.60812492536961,99.73618344253325,100.10977615671221,97.65476547928725,97.67049637463374,101.10100338267176,100.54931580413682,101.38400265836877,99.00152757216823,99.32181931879983,100.63679352503368,101.49620476706365,96.72327331965619,102.35241758132996,99.29563484917423,100.38438094035232,95.87977608065326,97.97161887770001,102.20951087612158,97.50667540977228,98.82030273435736,99.02380184807504,100.33062083010248,101.74550155798343,98.59449769800152,97.75192677949978,100.51864053120912,97.58603030542386,100.14130276955551,100.7776693740142,100.96551304650498,97.26728899860285,100.47152721522015,98.48504180725017,100.39558272005242
2010-01-05,100.88545117284676,103.59970140515127,103.07474667640923,98.12998646097888,97.09268999560827,101.21864708940616,98.25693209490498,95.91685132544937,99.27104313351293,98.88968416552039,97.58029938576117,100.94509396512979,96.90523560381298,98.59184038080826,99.15490262427221,102.68609811077127,98.1144947438767,101.37771507726028,97.24613847942234,97.27137617681889,100.61462153658445,99.7568029679894,100.10934796556148,100.2583039604958,99.40111245876734,100.48107982289609,102.61967115247614,95.84118074743309,103.08183122420358,99.35938504128312,99.28511985375032,96.72977843738904,96.19409427089126,102.93004779395199,96.36261416816424,99.27586289994272,100.71097241069182,100.869647567564,100.98336831354098,98.45790625811375,97.34404392694476,99.06666198158221,96.2102537342903,100.1256819366086,101.3178860598528,98.84257442341193,97.14683083053721,101.01231201316445,98.53597189148,99.16016119253558
2010-01-06,101.6258289503165,101.60000194881304,103.49356434107465,99.4766295542973,94.33226079130925,100.93226295110628,98.17750087775441,95.73105613535287,97.82458498874833,98.01414846098152,95.49400747939968,100.84487126883897,97.13663852883107,97.35596473162633,97.61992434497492,101.5500797106027,97.57071407558902,101.02512720889642,96.60069838383973,96.84718027180894,98.6000093491379,96.18728383611118,100.28850352936456,101.38349331630066,96.95506562133632,99.3734953225553,102.46506914447313,96.3720582817367,103.33083842458623,100.478213369658,98.62586286146629,96.7014848805363,96.32338719914702,101.91170030994905,97.3017471502073,99.46145561096868,101.50409667797491,99.83500915681388,101.77434276210087,96.68715796766037,97.37155385466959,95.55975656499203,94.53077056902941,100.47473563506033,100.22295940372132,98.66933151982266,94.92182803262826,102.6447729552181,98.66068192497053,98.58078093997392
2010-01-07,101.61453546928234,101.57414543359921,104.8192035584513,99.31726467369423,92.30438033110362,100.2875609704097,99.33306676878169,95.90040261906144,96.97825767210605,98.35147121843588,95.12759487366208,101.1008443747335,94.97492469913851,95.90700100352633,98.1119234871545,100.87172863434222,97.38254647423645,102.94730977332749,95.94646405455305,96.86285266803914,97.53694523847913,94.97543671797128,99.818229084877,99.2866762950443,94.23423665287598,100.49322884079785,102.01727473596829,97.211532541518,103.05137649943381,100.14710924544407,99.01918802186366,97.12549911709336,94.7130685718392,103.03683188336161,95.91591923601983,99.22193369435695,103.9081144229576,99.54330702968564,103.3169745951789,95.90650845861674,97.56005765642325,95.35896023378456,94.6082720368996,99.08860909610817,98.73682897513012,98.62175850275884,92.78456676118608,101.20459160749206,99.02987062763088,97.31555246186183
2010-01-08,100.07989099126911,99.74886673927139,104.60011177390842,98.42607938855224,92.071734084618,99.4965115545878,101.1592120699712,94.96141369220214,94.22775752355398,98.07828375988105,94.63039323060775,100.98607329069604,92.90737234484938,96.83196068488479,97.73459178097006,100.25520591733698,94.99430424392521,103.07236204682613,95.49660411038616,98.00312032294204,96.65076023033596,93.15289997657767,99.50999381691791,97.81980864963661,94.20961340818454,98.92941259932041,101.51297336943676,96.52897581480339,102.57851216635552,99.02300082889995,97.60739423852588,96.54979941187774,93.81754409540521,102.79697292501734,95.37338723570079,96.11927236534918,103.36719484813834,100.92188971169517,103.27186864796238,96.22693211833928,97.47570596762444,94.42478465554703,92.78840363556033,99.54045649428538,99.47388281536456,98.85990352623666,92.92042746747265,101.42615353478031,98.60991250779084,97.08460869922952
2010-01-11,99.72299514178256,99.80785733204506,103.08328670534877,97.45649980609859,92.33923503631655,98.70951503893482,98.00710215230389,94.64229365136494,91.36682026987177,99.94154545946185,94.96104998747155,101.41526564126147,91.90180496999969,95.2153949314511,97.22207310873542,99.87066483293144,93.56302721844676,102.88247499124327,95.99938800429953,98.34384721610789,95.10023627727449,90.37673390725689,99.05742651706981,96.71143356706536,94.27763344864958,100.39490516334415,103.17631786790582,96.44990120891802,103.57494260009675,100.48043517836278,97.36612793615176,96.54675848185143,94.57974783911544,102.4486214767139,94.54683742605637,94.92947846545711,102.9678846754933,99.86942936146448,103.8252629793583,95.491200419493,98.60798257304934,95.51988900452318,91.11066372934637,100.38958798934345,98.54167873005186,100.05421925147647,93.18036628998809,100.97934907737607,99.1137993373264,95.94603839542297
2010-01-12,100.01865819341388,100.20692801352935,102.80123589326244,97.73263150721917,91.09711110819877,99.22933532775706,96.55619129718733,95.23342270808021,91.71562840623115,100.57456683329448,94.23011048845493,104.81157054470633,91.59690667168523,95.31989817995257,96.29362632405345,101.36710543784272,92.86960335092817,103.94998066970808,94.74782763426278,98.52339156269963,94.71292435635583,91.29577630291875,98.61022133756164,95.68581267325132,94.65357287298649,98.85626133091225,101.9616920390028,97.22499265001746,101.27962962501145,101.20275010461111,96.79833753065522,95.50717951594171,94.72236285541462,103.05234990459533,93.87391984376335,94.71417327613635,103.83123937532122,100.6171734812974,103.59775921276706,94.52308761076632,97.34876867079146,94.79715700885126,91.66481159320648,100.89147151354882,98.68791030206816,101.49331066753587,92.81917248303286,100.49523512859808,98.63961917381307,97.92885651714312
2010-01-13,97.67104303214322,100.49111337350854,103.26366460890135,97.95641924246512,93.57520997391705,100.49355533999183,97.37259167757661,94.15473833999233,92.25319115984114,100.25434836270168,94.2381551148996,105.03939798951376,91.05806205681503,95.9573943807731,98.06157559747199,102.56281063146339,93.07186233908405,101.6454441353108,96.0948360698422,99.75435957183505,94.34730989495066,90.67249720885255,99.27511386953917,94.77201734863814,95.4846396715413,97.67942903310319,100.96051727167125,97.21078847754558,99.67524889153361,101.2403600337568,97.49862050201912,94.08720297302159,95.83609137740493,102.46731552281429,94.40774906337447,94.92128093191874,103.34186258846827,100.08380815709981,101.67922329166052,93.83189119559174,96.53707464904696,96.6103125263491,92.79408936496274,99.39098541040838,99.61394753520973,101.81327100525992,92.4247641237617,100.89617921541125,99.58698315064973,97.25890462760206
2010-01-14,97.55321669739786,100.90597233204078,102.15501720246061,98.43947371829503,93.53953755346518,99.82709625966602,96.54092866925848,94.47865945872113,93.25255451124757,100.76821768353612,93.36012072842213,105.92368323141163,91.29995705057435,96.69844735550112,99.44554208090986,101.62281914228876,92.84503654230724,101.0224579542485,95.29420315027795,102.01293762438772,95.4124251498301,88.85239132210812,99.72218435069014,94.2631503483782,96.8092776886084,97.69427268790588,100.9448862365917,97.46393937675955,100.30375436534322,101.30566763434359,97.48189181982171,94.14839897633742,96.52640805251404,101.26999174098788,94.4484496173453,94.97667783880925,102.9281848568953,101.00492250301008,100.22414668900979,93.49237013336436,95.54209974230969,97.36777206186598,92.34159018712793,99.47424651618141,99.96402051711719,100.01091961911621,92.98470091268635,99.90454453466853,99.54943571602658,97.12615936310573
