date,Mkt-RF,SMB,HML,RMW,CMA
2010-01-01,0.0001098412268598606,0.0024899643000677587,-0.0020931028428977407,-0.007024734710058193,-0.0035373662813737807
2010-01-04,-0.007833172439971699,0.0005811488207795079,0.010821721964436268,-0.003837652148410637,-0.004863799198559523
2010-01-05,0.004018736401481586,0.002955096065280486,0.0009433139919831885,-0.007343744357665637,-0.0001340145797061879
2010-01-06,0.0056624255556663025,-0.010653716378280656,-0.0035609260883217456,-0.015109781918406754,-0.01021630191827981
2010-01-07,-0.01463388030233386,-0.00178072904859745,-0.010039571851549627,0.002270114870573612,0.0013540086929938013
2010-01-08,-0.001395447557039635,-0.020034077686564105,-0.004209543166773092,-0.00028800756320857587,0.0010064718880264604
2010-01-11,-0.01214108612404315,-0.0037220262082714455,-0.007728152624453115,-0.006370697915404794,0.008587188987088629
2010-01-12,-0.0063602774026551715,-0.0001601736395641648,0.007175118939065392,-0.004568803461946416,-0.000793615596673277
2010-01-13,0.0009837131459958447,0.0006102541940404958,-0.009700446611341548,0.0007091218430160648,0.0109705873739323
2010-01-14,-0.012277157425027859,0.006975061504172786,0.00105483220557265,-0.0050317631528577714,0.01610333237073938
2010-01-15,0.0061980776966776945,-0.009494311216841788,0.0006961298301717075,0.004713516669361483,-0.0014102570028059944
2010-01-18,0.005563282137561648,-0.0004321385611953245,0.005437980486674624,0.011608180733249216,-0.005305298008045222
2010-01-19,0.0017251088831168723,-0.0036064606123073213,0.0011181472898066467,-0.00939755622280112,-0.004534412772021386
2010-01-20,-0.0014695677824359734,0.007290110976803262,0.009261776059633055,-0.01048822233987404,-0.006257138927896396
2010-01-21,0.0052752273805873745,-0.015839358273395956,-0.003605358919618936,-0.0006782954053607121,0.010156119818294557
2010-01-22,0.005615231204566046,-0.002517707361777583,-0.002848607152799673,-0.0019015632041433997,0.012288235203649281
2010-01-25,-0.003324199540582938,-0.0023294431069178353,0.0029207125382821227,-0.000866163560691641,-0.0014782738237257805
2010-01-26,-0.008812537145208452,7.828255691614617e-06,-0.003448649783795354,0.00942902220952178,0.005324708021609311
2010-01-27,-9.314890407945786e-05,0.0054470481861387515,-0.0026189564137051955,0.008517010867415575,5.680351462698716e-05
2010-01-28,0.004767058833443311,-0.010227145962587898,0.002873440391027438,-0.013405632938932334,-0.016182631559519458
2010-01-29,-0.002335815021691498,-0.007099420860788762,0.0014124223656977806,0.018058053011888394,-0.006553785451296653
2010-02-01,-0.004891548691551247,0.0017432315685175911,0.004044106331298851,-0.0013112485272460655,-0.0015474426420257318
2010-02-02,0.005719703640964354,0.0042592610962711875,-0.00816940665658951,-0.0005334505489267347,0.0003822947892917931
2010-02-03,-0.008335876976392884,0.0021787128053949063,-0.006763651817412351,0.007876533663336342,0.0016419673008405793
2010-02-04,0.0008144518861524023,-0.004628226822850192,-0.0008488785910215522,-0.01588197034325644,-0.008951259764184469
2010-02-05,0.003002718393510034,-0.01692853633457716,0.006872868171849307,-0.013868771802991271,0.006153908021314141
2010-02-08,-0.006663976263034593,0.00633192867473969,0.0011476096606783984,-0.01219467952233191,0.010093189996467638
2010-02-09,0.011633657244180891,-0.00042643924800165673,-0.002091330177378563,-0.0011789357277650907,-0.007701218582229969
2010-02-10,0.00888869407805534,-0.004243135453841494,-0.00030952330153341263,-0.006246371225624349,-0.004908584797761578
2010-02-11,-0.010121801213209365,0.010156554509715142,-0.0011327005856481055,0.00782737294983047,0.0002065967753060781
2010-02-12,-0.005455228221623153,-0.0025134820800180174,-0.004381848404023197,0.0001636727934793093,-0.0029021347174156458
2010-02-15,-0.002299373727534387,-0.01092859747308731,-0.0063547674209689636,0.013332460390403441,-0.005269865730013738
2010-02-16,-0.008332750300987943,0.002798610660600247,0.011358177596452256,-0.011532194419849665,-0.0015681747860101652
2010-02-17,-0.0049564204314792625,-0.013988155794619223,0.005979413674067133,-8.755134843875719e-05,0.0006715347543408428
2010-02-18,-0.005918491779564713,0.0037382733039753326,-0.004214378795898568,-0.0010432256679740856,-0.008766086337452106
2010-02-19,-0.009628822081665564,0.010784254842400181,-0.003956837636307802,0.002433442850846415,-0.00017032347813897855
2010-02-22,-0.0034291616220974734,-0.003963687762697756,0.005140660731564689,-0.002314940836271279,-0.0011115491853703361
2010-02-23,0.0002777724575558361,0.009512066562016011,0.005544087797065106,0.0031608021418239427,-0.004408571146825933
2010-02-24,-0.010955749760051724,0.007696239453882417,0.00783157707376701,-0.0010256671929867224,0.004435070732828145
